,codeCommuneEtablissement,activitePrincipaleEtablissement,categorieEntreprise,codePostalEtablissement,libelleCommuneEtablissement
8216,50209,85.20Z,PME,50330,GONNEVILLE-LE THEIL
8217,50209,85.51Z,PME,50330,GONNEVILLE-LE THEIL
8218,50209,85.53Z,,50330,GONNEVILLE-LE THEIL
8219,50209,86.90D,PME,50330,GONNEVILLE-LE THEIL
8220,50209,88.99B,,50330,GONNEVILLE-LE THEIL
8221,50209,90.03A,PME,50330,GONNEVILLE-LE THEIL
8222,50209,90.03B,PME,50330,GONNEVILLE-LE THEIL
8223,50209,93.12Z,,50330,GONNEVILLE-LE THEIL
8224,50209,93.19Z,PME,50330,GONNEVILLE-LE THEIL
8225,50209,93.29Z,PME,50330,GONNEVILLE-LE THEIL
8226,50209,94.99Z,,50330,GONNEVILLE-LE THEIL
8227,50209,94.99Z,PME,50330,GONNEVILLE-LE THEIL
8228,50209,95.29Z,PME,50330,GONNEVILLE-LE THEIL
8229,50209,96.02A,,50330,GONNEVILLE-LE THEIL
8230,50209,96.02A,PME,50330,GONNEVILLE-LE THEIL
8231,50209,96.09Z,,50330,GONNEVILLE-LE THEIL
8232,50209,96.09Z,PME,50330,GONNEVILLE-LE THEIL
8233,50210,01.11Z,,50190,GORGES
8234,50210,01.41Z,,50190,GORGES
8235,50210,01.42Z,,50190,GORGES
8236,50210,01.43Z,,50190,GORGES
8237,50210,01.49Z,,50190,GORGES
8238,50210,01.50Z,,50190,GORGES
8239,50210,01.61Z,,50190,GORGES
8240,50210,33.12Z,PME,50190,GORGES
8241,50210,35.11Z,PME,50190,GORGES
8242,50210,43.31Z,PME,50190,GORGES
8243,50210,43.99C,PME,50190,GORGES
8244,50210,46.19B,,50190,GORGES
8245,50210,47.78B,PME,50190,GORGES
8246,50210,47.89Z,PME,50190,GORGES
8247,50210,47.91A,PME,50190,GORGES
8248,50210,55.10Z,PME,50190,GORGES
8249,50210,55.20Z,PME,50190,GORGES
8250,50210,56.29B,PME,50190,GORGES
8251,50210,56.30Z,PME,50190,GORGES
8252,50210,68.20A,,50190,GORGES
8253,50210,68.20A,PME,50190,GORGES
8254,50210,68.20B,,50190,GORGES
8255,50210,68.20B,PME,50190,GORGES
8256,50210,68.31Z,,50190,GORGES
8257,50210,70.10Z,PME,50190,GORGES
8258,50210,74.20Z,PME,50190,GORGES
8259,50210,81.21Z,PME,50190,GORGES
8260,50210,84.11Z,PME,50190,GORGES
8261,50210,85.20Z,PME,50190,GORGES
8262,50210,85.51Z,PME,50190,GORGES
8263,50210,86.90F,PME,50190,GORGES
8264,50210,88.99B,,50190,GORGES
8265,50210,90.02Z,PME,50190,GORGES
8266,50210,90.03B,PME,50190,GORGES
8267,50210,93.12Z,,50190,GORGES
8268,50210,93.19Z,,50190,GORGES
8269,50210,93.19Z,PME,50190,GORGES
8270,50210,94.99Z,,50190,GORGES
8271,50210,96.09Z,PME,50190,GORGES
8272,50214,01.11Z,,50420,GOUVETS
8273,50214,01.13Z,,50420,GOUVETS
8274,50214,01.19Z,,50420,GOUVETS
8275,50214,01.41Z,,50420,GOUVETS
8276,50214,01.42Z,,50420,GOUVETS
8277,50214,01.43Z,,50420,GOUVETS
8278,50214,01.45Z,,50420,GOUVETS
8279,50214,01.46Z,,50420,GOUVETS
8280,50214,01.49Z,,50420,GOUVETS
8281,50214,01.61Z,,50420,GOUVETS
8282,50214,01.62Z,,50420,GOUVETS
8283,50214,33.20A,PME,50420,GOUVETS
8284,50214,38.11Z,PME,50420,GOUVETS
8285,50214,38.21Z,PME,50420,GOUVETS
8286,50214,43.32A,PME,50420,GOUVETS
8287,50214,45.11Z,,50420,GOUVETS
8288,50214,46.69B,PME,50420,GOUVETS
8289,50214,47.30Z,GE,50420,GOUVETS
8290,50214,47.30Z,PME,50420,GOUVETS
8291,50214,47.89Z,PME,50420,GOUVETS
8292,50214,47.99A,PME,50420,GOUVETS
8293,50214,49.32Z,PME,50420,GOUVETS
8294,50214,49.41B,PME,50420,GOUVETS
8295,50214,51.10Z,PME,50420,GOUVETS
8296,50214,55.20Z,PME,50420,GOUVETS
8297,50214,56.10A,PME,50420,GOUVETS
8298,50214,56.29B,,50420,GOUVETS
8299,50214,56.30Z,PME,50420,GOUVETS
8300,50214,62.02A,,50420,GOUVETS
8301,50214,68.20A,,50420,GOUVETS
8302,50214,68.20B,,50420,GOUVETS
8303,50214,68.20B,PME,50420,GOUVETS
8304,50214,70.21Z,,50420,GOUVETS
8305,50214,74.20Z,PME,50420,GOUVETS
8306,50214,84.11Z,PME,50420,GOUVETS
8307,50214,85.59B,PME,50420,GOUVETS
8308,50214,90.01Z,PME,50420,GOUVETS
8309,50214,90.03A,PME,50420,GOUVETS
8310,50214,93.29Z,,50420,GOUVETS
8311,50214,94.99Z,,50420,GOUVETS
8312,50214,96.03Z,PME,50420,GOUVETS
8313,50214,96.09Z,PME,50420,GOUVETS
8314,50215,01.11Z,,50200,GOUVILLE-SUR-MER
8315,50215,01.13Z,,50200,GOUVILLE-SUR-MER
8316,50215,01.41Z,,50200,GOUVILLE-SUR-MER
8317,50215,01.42Z,,50200,GOUVILLE-SUR-MER
8318,50215,01.43Z,,50200,GOUVILLE-SUR-MER
8319,50215,01.45Z,,50200,GOUVILLE-SUR-MER
8320,50215,01.46Z,,50200,GOUVILLE-SUR-MER
8321,50215,01.49Z,,50200,GOUVILLE-SUR-MER
8322,50215,01.50Z,,50200,GOUVILLE-SUR-MER
8323,50215,01.61Z,,50200,GOUVILLE-SUR-MER
8324,50215,03.11Z,,50200,GOUVILLE-SUR-MER
8325,50215,03.21Z,,50200,GOUVILLE-SUR-MER
8326,50215,08.12Z,GE,50200,GOUVILLE-SUR-MER
8327,50215,23.70Z,PME,50200,GOUVILLE-SUR-MER
8328,50215,25.11Z,PME,50200,GOUVILLE-SUR-MER
8329,50215,25.71Z,PME,50200,GOUVILLE-SUR-MER
8330,50215,33.12Z,PME,50200,GOUVILLE-SUR-MER
8331,50215,35.11Z,PME,50200,GOUVILLE-SUR-MER
8332,50215,37.00Z,PME,50200,GOUVILLE-SUR-MER
8333,50215,38.21Z,PME,50200,GOUVILLE-SUR-MER
8334,50215,43.12A,PME,50200,GOUVILLE-SUR-MER
8335,50215,43.21A,PME,50200,GOUVILLE-SUR-MER
8336,50215,43.22A,PME,50200,GOUVILLE-SUR-MER
8337,50215,43.31Z,PME,50200,GOUVILLE-SUR-MER
8338,50215,43.32A,,50200,GOUVILLE-SUR-MER
8339,50215,43.32A,PME,50200,GOUVILLE-SUR-MER
8340,50215,43.33Z,PME,50200,GOUVILLE-SUR-MER
8341,50215,43.99C,PME,50200,GOUVILLE-SUR-MER
8342,50215,45.11Z,,50200,GOUVILLE-SUR-MER
8343,50215,45.11Z,PME,50200,GOUVILLE-SUR-MER
8344,50215,46.34Z,PME,50200,GOUVILLE-SUR-MER
8345,50215,46.49Z,PME,50200,GOUVILLE-SUR-MER
8346,50215,46.73A,,50200,GOUVILLE-SUR-MER
8347,50215,47.23Z,PME,50200,GOUVILLE-SUR-MER
8348,50215,47.81Z,PME,50200,GOUVILLE-SUR-MER
8349,50215,47.82Z,PME,50200,GOUVILLE-SUR-MER
8350,50215,47.89Z,PME,50200,GOUVILLE-SUR-MER
8351,50215,47.99A,,50200,GOUVILLE-SUR-MER
8352,50215,47.99A,PME,50200,GOUVILLE-SUR-MER
8353,50215,55.30Z,PME,50200,GOUVILLE-SUR-MER
8354,50215,56.10C,,50200,GOUVILLE-SUR-MER
8355,50215,56.10C,PME,50200,GOUVILLE-SUR-MER
8356,50215,56.21Z,PME,50200,GOUVILLE-SUR-MER
8357,50215,56.30Z,PME,50200,GOUVILLE-SUR-MER
8358,50215,64.19Z,GE,50200,GOUVILLE-SUR-MER
8359,50215,68.20A,,50200,GOUVILLE-SUR-MER
8360,50215,68.20A,PME,50200,GOUVILLE-SUR-MER
8361,50215,68.20B,,50200,GOUVILLE-SUR-MER
8362,50215,68.20B,PME,50200,GOUVILLE-SUR-MER
8363,50215,70.10Z,,50200,GOUVILLE-SUR-MER
8364,50215,70.10Z,PME,50200,GOUVILLE-SUR-MER
8365,50215,73.11Z,,50200,GOUVILLE-SUR-MER
8366,50215,74.90B,PME,50200,GOUVILLE-SUR-MER
8367,50215,77.32Z,PME,50200,GOUVILLE-SUR-MER
8368,50215,79.90Z,PME,50200,GOUVILLE-SUR-MER
8369,50215,81.21Z,PME,50200,GOUVILLE-SUR-MER
8370,50215,81.22Z,PME,50200,GOUVILLE-SUR-MER
8371,50215,84.11Z,PME,50200,GOUVILLE-SUR-MER
8372,50215,85.10Z,PME,50200,GOUVILLE-SUR-MER
8373,50215,85.20Z,PME,50200,GOUVILLE-SUR-MER
8374,50215,85.51Z,PME,50200,GOUVILLE-SUR-MER
8375,50215,86.90A,PME,50200,GOUVILLE-SUR-MER
8376,50215,86.90F,,50200,GOUVILLE-SUR-MER
8377,50215,88.99B,PME,50200,GOUVILLE-SUR-MER
8378,50215,90.01Z,,50200,GOUVILLE-SUR-MER
8379,50215,90.01Z,PME,50200,GOUVILLE-SUR-MER
8380,50215,90.03A,,50200,GOUVILLE-SUR-MER
8381,50215,90.03B,PME,50200,GOUVILLE-SUR-MER
8382,50215,93.12Z,,50200,GOUVILLE-SUR-MER
8383,50215,93.29Z,,50200,GOUVILLE-SUR-MER
8384,50215,94.99Z,,50200,GOUVILLE-SUR-MER
8385,50215,96.09Z,,50200,GOUVILLE-SUR-MER
8386,50215,96.09Z,PME,50200,GOUVILLE-SUR-MER
8387,50217,01.11Z,,50370,LE GRAND-CELLAND
8388,50217,01.41Z,,50370,LE GRAND-CELLAND
8389,50217,01.42Z,,50370,LE GRAND-CELLAND
8390,50217,01.43Z,,50370,LE GRAND-CELLAND
8391,50217,01.45Z,,50370,LE GRAND-CELLAND
8392,50217,01.46Z,,50370,LE GRAND-CELLAND
8393,50217,01.47Z,,50370,LE GRAND-CELLAND
8394,50217,01.49Z,,50370,LE GRAND-CELLAND
8395,50217,01.61Z,,50370,LE GRAND-CELLAND
8396,50217,01.62Z,,50370,LE GRAND-CELLAND
8397,50217,02.20Z,PME,50370,LE GRAND-CELLAND
8398,50217,10.11Z,,50370,LE GRAND-CELLAND
8399,50217,31.09B,PME,50370,LE GRAND-CELLAND
8400,50217,32.99Z,PME,50370,LE GRAND-CELLAND
8401,50217,35.11Z,PME,50370,LE GRAND-CELLAND
8402,50217,43.12A,PME,50370,LE GRAND-CELLAND
8403,50217,43.21A,PME,50370,LE GRAND-CELLAND
8404,50217,43.32A,PME,50370,LE GRAND-CELLAND
8405,50217,45.20A,PME,50370,LE GRAND-CELLAND
8406,50217,46.33Z,PME,50370,LE GRAND-CELLAND
8407,50217,46.69B,PME,50370,LE GRAND-CELLAND
8408,50217,47.79Z,PME,50370,LE GRAND-CELLAND
8409,50217,47.81Z,,50370,LE GRAND-CELLAND
8410,50217,47.99A,PME,50370,LE GRAND-CELLAND
8411,50217,56.10C,PME,50370,LE GRAND-CELLAND
8412,50217,56.29B,PME,50370,LE GRAND-CELLAND
8413,50217,63.11Z,PME,50370,LE GRAND-CELLAND
8414,50217,64.20Z,PME,50370,LE GRAND-CELLAND
8415,50217,64.30Z,,50370,LE GRAND-CELLAND
8416,50217,68.20A,,50370,LE GRAND-CELLAND
8417,50217,68.20B,,50370,LE GRAND-CELLAND
8418,50217,68.20B,PME,50370,LE GRAND-CELLAND
8419,50217,70.10Z,,50370,LE GRAND-CELLAND
8420,50217,74.10Z,,50370,LE GRAND-CELLAND
8421,50217,74.90B,PME,50370,LE GRAND-CELLAND
8422,50217,81.21Z,PME,50370,LE GRAND-CELLAND
8423,50217,84.11Z,PME,50370,LE GRAND-CELLAND
8424,50217,85.20Z,PME,50370,LE GRAND-CELLAND
8425,50217,85.60Z,,50370,LE GRAND-CELLAND
8426,50217,88.91A,PME,50370,LE GRAND-CELLAND
8427,50217,90.03A,PME,50370,LE GRAND-CELLAND
8428,50217,90.03B,,50370,LE GRAND-CELLAND
8429,50217,93.12Z,,50370,LE GRAND-CELLAND
8430,50217,94.99Z,,50370,LE GRAND-CELLAND
8431,50217,96.09Z,PME,50370,LE GRAND-CELLAND
8432,50218,01.11Z,,50400,GRANVILLE
8433,50218,01.13Z,,50400,GRANVILLE
8434,50218,01.29Z,,50400,GRANVILLE
8435,50218,01.41Z,,50400,GRANVILLE
8436,50218,01.41Z,PME,50400,GRANVILLE
8437,50218,01.42Z,,50400,GRANVILLE
8438,50218,01.43Z,,50400,GRANVILLE
8439,50218,01.45Z,,50400,GRANVILLE
8440,50218,01.49Z,,50400,GRANVILLE
8441,50218,01.49Z,PME,50400,GRANVILLE
8442,50218,01.61Z,,50400,GRANVILLE
8443,50218,01.62Z,,50400,GRANVILLE
8444,50218,02.10Z,,50400,GRANVILLE
8445,50218,02.40Z,,50400,GRANVILLE
8446,50218,03.11Z,,50400,GRANVILLE
8447,50218,03.11Z,PME,50400,GRANVILLE
8448,50218,03.21Z,,50400,GRANVILLE
8449,50218,08.12Z,GE,50400,GRANVILLE
8450,50218,10.13B,PME,50400,GRANVILLE
8451,50218,10.20Z,PME,50400,GRANVILLE
8452,50218,10.32Z,PME,50400,GRANVILLE
8453,50218,10.71B,PME,50400,GRANVILLE
8454,50218,10.71C,,50400,GRANVILLE
8455,50218,10.71C,ETI,50400,GRANVILLE
8456,50218,10.71C,PME,50400,GRANVILLE
8457,50218,10.71D,PME,50400,GRANVILLE
8458,50218,10.72Z,GE,50400,GRANVILLE
8459,50218,11.07B,PME,50400,GRANVILLE
8460,50218,13.30Z,,50400,GRANVILLE
8461,50218,13.92Z,PME,50400,GRANVILLE
8462,50218,14.13Z,,50400,GRANVILLE
8463,50218,14.13Z,PME,50400,GRANVILLE
8464,50218,14.39Z,,50400,GRANVILLE
8465,50218,15.12Z,PME,50400,GRANVILLE
8466,50218,16.29Z,,50400,GRANVILLE
8467,50218,18.12Z,PME,50400,GRANVILLE
8468,50218,18.13Z,,50400,GRANVILLE
8469,50218,18.13Z,PME,50400,GRANVILLE
8470,50218,22.19Z,ETI,50400,GRANVILLE
8471,50218,23.19Z,PME,50400,GRANVILLE
8472,50218,23.41Z,PME,50400,GRANVILLE
8473,50218,23.70Z,PME,50400,GRANVILLE
8474,50218,23.99Z,GE,50400,GRANVILLE
8475,50218,25.62B,PME,50400,GRANVILLE
8476,50218,25.93Z,PME,50400,GRANVILLE
8477,50218,25.99B,PME,50400,GRANVILLE
8478,50218,26.30Z,PME,50400,GRANVILLE
8479,50218,27.40Z,PME,50400,GRANVILLE
8480,50218,28.93Z,ETI,50400,GRANVILLE
8481,50218,28.93Z,PME,50400,GRANVILLE
8482,50218,30.11Z,PME,50400,GRANVILLE
8483,50218,30.12Z,PME,50400,GRANVILLE
8484,50218,31.09A,PME,50400,GRANVILLE
8485,50218,31.09B,,50400,GRANVILLE
8486,50218,31.09B,PME,50400,GRANVILLE
8487,50218,32.12Z,PME,50400,GRANVILLE
8488,50218,32.13Z,PME,50400,GRANVILLE
8489,50218,32.20Z,PME,50400,GRANVILLE
8490,50218,32.50A,PME,50400,GRANVILLE
8491,50218,32.99Z,,50400,GRANVILLE
8492,50218,32.99Z,PME,50400,GRANVILLE
8493,50218,33.12Z,PME,50400,GRANVILLE
8494,50218,33.15Z,PME,50400,GRANVILLE
8495,50218,33.20A,PME,50400,GRANVILLE
8496,50218,35.11Z,,50400,GRANVILLE
8497,50218,35.11Z,PME,50400,GRANVILLE
8498,50218,35.30Z,ETI,50400,GRANVILLE
8499,50218,36.00Z,GE,50400,GRANVILLE
8500,50218,36.00Z,PME,50400,GRANVILLE
8501,50218,37.00Z,PME,50400,GRANVILLE
8502,50218,41.10A,,50400,GRANVILLE
8503,50218,41.10A,PME,50400,GRANVILLE
8504,50218,41.10C,,50400,GRANVILLE
8505,50218,41.10D,,50400,GRANVILLE
8506,50218,41.10D,PME,50400,GRANVILLE
8507,50218,41.20A,PME,50400,GRANVILLE
8508,50218,41.20B,PME,50400,GRANVILLE
8509,50218,42.11Z,GE,50400,GRANVILLE
8510,50218,42.22Z,GE,50400,GRANVILLE
8511,50218,42.99Z,PME,50400,GRANVILLE
8512,50218,43.21A,,50400,GRANVILLE
8513,50218,43.21A,PME,50400,GRANVILLE
8514,50218,43.22A,,50400,GRANVILLE
8515,50218,43.22A,PME,50400,GRANVILLE
8516,50218,43.22B,GE,50400,GRANVILLE
8517,50218,43.31Z,PME,50400,GRANVILLE
8518,50218,43.32A,,50400,GRANVILLE
8519,50218,43.32A,PME,50400,GRANVILLE
8520,50218,43.32B,PME,50400,GRANVILLE
8521,50218,43.32C,PME,50400,GRANVILLE
8522,50218,43.33Z,,50400,GRANVILLE
8523,50218,43.33Z,PME,50400,GRANVILLE
8524,50218,43.34Z,,50400,GRANVILLE
8525,50218,43.34Z,PME,50400,GRANVILLE
8526,50218,43.39Z,PME,50400,GRANVILLE
8527,50218,43.91B,,50400,GRANVILLE
8528,50218,43.91B,PME,50400,GRANVILLE
8529,50218,43.99C,,50400,GRANVILLE
8530,50218,43.99C,PME,50400,GRANVILLE
8531,50218,43.99D,PME,50400,GRANVILLE
8532,50218,45.11Z,ETI,50400,GRANVILLE
8533,50218,45.11Z,PME,50400,GRANVILLE
8534,50218,45.19Z,PME,50400,GRANVILLE
8535,50218,45.20A,,50400,GRANVILLE
8536,50218,45.20A,ETI,50400,GRANVILLE
8537,50218,45.20A,PME,50400,GRANVILLE
8538,50218,45.20B,,50400,GRANVILLE
8539,50218,45.20B,PME,50400,GRANVILLE
8540,50218,45.31Z,GE,50400,GRANVILLE
8541,50218,45.32Z,PME,50400,GRANVILLE
8542,50218,45.40Z,PME,50400,GRANVILLE
8543,50218,46.13Z,PME,50400,GRANVILLE
8544,50218,46.17B,PME,50400,GRANVILLE
8545,50218,46.18Z,PME,50400,GRANVILLE
8546,50218,46.19A,PME,50400,GRANVILLE
8547,50218,46.19B,,50400,GRANVILLE
8548,50218,46.19B,PME,50400,GRANVILLE
8549,50218,46.23Z,PME,50400,GRANVILLE
8550,50218,46.31Z,PME,50400,GRANVILLE
8551,50218,46.34Z,ETI,50400,GRANVILLE
8552,50218,46.38B,PME,50400,GRANVILLE
8553,50218,46.41Z,PME,50400,GRANVILLE
8554,50218,46.42Z,,50400,GRANVILLE
8555,50218,46.42Z,PME,50400,GRANVILLE
8556,50218,46.46Z,PME,50400,GRANVILLE
8557,50218,46.47Z,PME,50400,GRANVILLE
8558,50218,46.49Z,,50400,GRANVILLE
8559,50218,46.49Z,PME,50400,GRANVILLE
8560,50218,46.51Z,PME,50400,GRANVILLE
8561,50218,46.52Z,,50400,GRANVILLE
8562,50218,46.69A,GE,50400,GRANVILLE
8563,50218,46.69A,PME,50400,GRANVILLE
8564,50218,46.69B,PME,50400,GRANVILLE
8565,50218,46.71Z,PME,50400,GRANVILLE
8566,50218,46.73A,ETI,50400,GRANVILLE
8567,50218,46.73A,GE,50400,GRANVILLE
8568,50218,46.73A,PME,50400,GRANVILLE
8569,50218,46.73B,GE,50400,GRANVILLE
8570,50218,46.74B,ETI,50400,GRANVILLE
8571,50218,46.75Z,GE,50400,GRANVILLE
8572,50218,46.90Z,,50400,GRANVILLE
8573,50218,46.90Z,ETI,50400,GRANVILLE
8574,50218,46.90Z,PME,50400,GRANVILLE
8575,50218,47.11B,,50400,GRANVILLE
8576,50218,47.11B,PME,50400,GRANVILLE
8577,50218,47.11D,GE,50400,GRANVILLE
8578,50218,47.11D,PME,50400,GRANVILLE
8579,50218,47.19B,,50400,GRANVILLE
8580,50218,47.19B,ETI,50400,GRANVILLE
8581,50218,47.19B,GE,50400,GRANVILLE
8582,50218,47.19B,PME,50400,GRANVILLE
8583,50218,47.21Z,PME,50400,GRANVILLE
8584,50218,47.22Z,GE,50400,GRANVILLE
8585,50218,47.22Z,PME,50400,GRANVILLE
8586,50218,47.23Z,PME,50400,GRANVILLE
8587,50218,47.24Z,PME,50400,GRANVILLE
8588,50218,47.25Z,,50400,GRANVILLE
8589,50218,47.25Z,ETI,50400,GRANVILLE
8590,50218,47.25Z,PME,50400,GRANVILLE
8591,50218,47.29Z,,50400,GRANVILLE
8592,50218,47.29Z,ETI,50400,GRANVILLE
8593,50218,47.29Z,GE,50400,GRANVILLE
8594,50218,47.29Z,PME,50400,GRANVILLE
8595,50218,47.30Z,PME,50400,GRANVILLE
8596,50218,47.42Z,GE,50400,GRANVILLE
8597,50218,47.42Z,PME,50400,GRANVILLE
8598,50218,47.51Z,,50400,GRANVILLE
8599,50218,47.51Z,PME,50400,GRANVILLE
8600,50218,47.52A,PME,50400,GRANVILLE
8601,50218,47.54Z,PME,50400,GRANVILLE
8602,50218,47.59A,PME,50400,GRANVILLE
8603,50218,47.59B,,50400,GRANVILLE
8604,50218,47.59B,PME,50400,GRANVILLE
8605,50218,47.61Z,PME,50400,GRANVILLE
8606,50218,47.62Z,PME,50400,GRANVILLE
8607,50218,47.64Z,GE,50400,GRANVILLE
8608,50218,47.64Z,PME,50400,GRANVILLE
8609,50218,47.65Z,PME,50400,GRANVILLE
8610,50218,47.71Z,,50400,GRANVILLE
8611,50218,47.71Z,ETI,50400,GRANVILLE
8612,50218,47.71Z,PME,50400,GRANVILLE
8613,50218,47.72A,ETI,50400,GRANVILLE
8614,50218,47.72A,PME,50400,GRANVILLE
8615,50218,47.72B,PME,50400,GRANVILLE
8616,50218,47.73Z,,50400,GRANVILLE
8617,50218,47.73Z,PME,50400,GRANVILLE
8618,50218,47.74Z,,50400,GRANVILLE
8619,50218,47.74Z,ETI,50400,GRANVILLE
8620,50218,47.74Z,PME,50400,GRANVILLE
8621,50218,47.75Z,,50400,GRANVILLE
8622,50218,47.75Z,ETI,50400,GRANVILLE
8623,50218,47.75Z,PME,50400,GRANVILLE
8624,50218,47.76Z,GE,50400,GRANVILLE
8625,50218,47.76Z,PME,50400,GRANVILLE
8626,50218,47.77Z,,50400,GRANVILLE
8627,50218,47.77Z,PME,50400,GRANVILLE
8628,50218,47.78A,,50400,GRANVILLE
8629,50218,47.78A,PME,50400,GRANVILLE
8630,50218,47.78B,GE,50400,GRANVILLE
8631,50218,47.78B,PME,50400,GRANVILLE
8632,50218,47.78C,,50400,GRANVILLE
8633,50218,47.78C,ETI,50400,GRANVILLE
8634,50218,47.78C,PME,50400,GRANVILLE
8635,50218,47.79Z,PME,50400,GRANVILLE
8636,50218,47.81Z,,50400,GRANVILLE
8637,50218,47.81Z,PME,50400,GRANVILLE
8638,50218,47.82Z,,50400,GRANVILLE
8639,50218,47.82Z,PME,50400,GRANVILLE
8640,50218,47.89Z,PME,50400,GRANVILLE
8641,50218,47.91A,,50400,GRANVILLE
8642,50218,47.91A,ETI,50400,GRANVILLE
8643,50218,47.91A,PME,50400,GRANVILLE
8644,50218,47.91B,,50400,GRANVILLE
8645,50218,47.91B,PME,50400,GRANVILLE
8646,50218,47.99A,,50400,GRANVILLE
8647,50218,47.99A,PME,50400,GRANVILLE
8648,50218,49.10Z,GE,50400,GRANVILLE
8649,50218,49.32Z,PME,50400,GRANVILLE
8650,50218,49.39B,GE,50400,GRANVILLE
8651,50218,49.41A,PME,50400,GRANVILLE
8652,50218,49.42Z,ETI,50400,GRANVILLE
8653,50218,49.42Z,PME,50400,GRANVILLE
8654,50218,50.10Z,,50400,GRANVILLE
8655,50218,50.10Z,PME,50400,GRANVILLE
8656,50218,52.10A,ETI,50400,GRANVILLE
8657,50218,52.10A,PME,50400,GRANVILLE
8658,50218,52.10B,PME,50400,GRANVILLE
8659,50218,52.21Z,GE,50400,GRANVILLE
8660,50218,52.22Z,PME,50400,GRANVILLE
8661,50218,52.29B,PME,50400,GRANVILLE
8662,50218,53.10Z,GE,50400,GRANVILLE
8663,50218,53.20Z,,50400,GRANVILLE
8664,50218,53.20Z,PME,50400,GRANVILLE
8665,50218,55.10Z,ETI,50400,GRANVILLE
8666,50218,55.10Z,GE,50400,GRANVILLE
8667,50218,55.10Z,PME,50400,GRANVILLE
8668,50218,55.20Z,,50400,GRANVILLE
8669,50218,55.20Z,ETI,50400,GRANVILLE
8670,50218,55.20Z,PME,50400,GRANVILLE
8671,50218,55.30Z,PME,50400,GRANVILLE
8672,50218,55.90Z,ETI,50400,GRANVILLE
8673,50218,56.10A,,50400,GRANVILLE
8674,50218,56.10A,ETI,50400,GRANVILLE
8675,50218,56.10A,GE,50400,GRANVILLE
8676,50218,56.10A,PME,50400,GRANVILLE
8677,50218,56.10C,,50400,GRANVILLE
8678,50218,56.10C,ETI,50400,GRANVILLE
8679,50218,56.10C,PME,50400,GRANVILLE
8680,50218,56.21Z,PME,50400,GRANVILLE
8681,50218,56.29A,,50400,GRANVILLE
8682,50218,56.29B,ETI,50400,GRANVILLE
8683,50218,56.30Z,,50400,GRANVILLE
8684,50218,56.30Z,PME,50400,GRANVILLE
8685,50218,58.11Z,PME,50400,GRANVILLE
8686,50218,58.13Z,,50400,GRANVILLE
8687,50218,58.13Z,ETI,50400,GRANVILLE
8688,50218,58.14Z,PME,50400,GRANVILLE
8689,50218,58.19Z,PME,50400,GRANVILLE
8690,50218,58.29C,PME,50400,GRANVILLE
8691,50218,59.11B,,50400,GRANVILLE
8692,50218,59.11C,PME,50400,GRANVILLE
8693,50218,59.12Z,PME,50400,GRANVILLE
8694,50218,59.14Z,,50400,GRANVILLE
8695,50218,59.14Z,PME,50400,GRANVILLE
8696,50218,60.10Z,,50400,GRANVILLE
8697,50218,61.10Z,GE,50400,GRANVILLE
8698,50218,61.10Z,PME,50400,GRANVILLE
8699,50218,62.01Z,,50400,GRANVILLE
8700,50218,62.01Z,PME,50400,GRANVILLE
8701,50218,62.02A,PME,50400,GRANVILLE
8702,50218,62.02B,PME,50400,GRANVILLE
8703,50218,62.09Z,PME,50400,GRANVILLE
8704,50218,63.11Z,PME,50400,GRANVILLE
8705,50218,63.12Z,,50400,GRANVILLE
8706,50218,63.91Z,PME,50400,GRANVILLE
8707,50218,64.19Z,GE,50400,GRANVILLE
8708,50218,64.20Z,,50400,GRANVILLE
8709,50218,64.20Z,ETI,50400,GRANVILLE
8710,50218,64.20Z,PME,50400,GRANVILLE
8711,50218,64.30Z,PME,50400,GRANVILLE
8712,50218,64.92Z,PME,50400,GRANVILLE
8713,50218,65.12Z,ETI,50400,GRANVILLE
8714,50218,65.12Z,GE,50400,GRANVILLE
8715,50218,65.12Z,PME,50400,GRANVILLE
8716,50218,66.19A,,50400,GRANVILLE
8717,50218,66.19A,PME,50400,GRANVILLE
8718,50218,66.19B,,50400,GRANVILLE
8719,50218,66.19B,PME,50400,GRANVILLE
8720,50218,66.22Z,GE,50400,GRANVILLE
8721,50218,66.22Z,PME,50400,GRANVILLE
8722,50218,66.30Z,,50400,GRANVILLE
8723,50218,66.30Z,PME,50400,GRANVILLE
8724,50218,68.10Z,,50400,GRANVILLE
8725,50218,68.10Z,PME,50400,GRANVILLE
8726,50218,68.20A,,50400,GRANVILLE
8727,50218,68.20A,PME,50400,GRANVILLE
8728,50218,68.20B,,50400,GRANVILLE
8729,50218,68.20B,ETI,50400,GRANVILLE
8730,50218,68.20B,GE,50400,GRANVILLE
8731,50218,68.20B,PME,50400,GRANVILLE
8732,50218,68.31Z,,50400,GRANVILLE
8733,50218,68.31Z,GE,50400,GRANVILLE
8734,50218,68.31Z,PME,50400,GRANVILLE
8735,50218,68.32A,,50400,GRANVILLE
8736,50218,68.32A,PME,50400,GRANVILLE
8737,50218,68.32B,,50400,GRANVILLE
8738,50218,69.10Z,,50400,GRANVILLE
8739,50218,69.10Z,PME,50400,GRANVILLE
8740,50218,69.20Z,,50400,GRANVILLE
8741,50218,69.20Z,ETI,50400,GRANVILLE
8742,50218,69.20Z,PME,50400,GRANVILLE
