,codeCommuneEtablissement,activitePrincipaleEtablissement,categorieEntreprise,codePostalEtablissement,libelleCommuneEtablissement
0,50002,01.11Z,,50180,AGNEAUX
1,50002,01.41Z,,50180,AGNEAUX
2,50002,01.42Z,,50180,AGNEAUX
3,50002,01.49Z,,50180,AGNEAUX
4,50002,01.49Z,PME,50180,AGNEAUX
5,50002,01.61Z,,50180,AGNEAUX
6,50002,02.40Z,,50180,AGNEAUX
7,50002,10.71B,PME,50180,AGNEAUX
8,50002,10.71C,,50180,AGNEAUX
9,50002,10.71C,PME,50180,AGNEAUX
10,50002,14.13Z,,50180,AGNEAUX
11,50002,17.29Z,,50180,AGNEAUX
12,50002,18.13Z,,50180,AGNEAUX
13,50002,18.13Z,PME,50180,AGNEAUX
14,50002,23.12Z,ETI,50180,AGNEAUX
15,50002,23.32Z,,50180,AGNEAUX
16,50002,24.54Z,PME,50180,AGNEAUX
17,50002,25.62B,PME,50180,AGNEAUX
18,50002,28.12Z,PME,50180,AGNEAUX
19,50002,28.25Z,ETI,50180,AGNEAUX
20,50002,28.25Z,PME,50180,AGNEAUX
21,50002,32.50A,,50180,AGNEAUX
22,50002,32.50A,PME,50180,AGNEAUX
23,50002,32.50B,PME,50180,AGNEAUX
24,50002,33.13Z,,50180,AGNEAUX
25,50002,33.20A,,50180,AGNEAUX
26,50002,33.20A,ETI,50180,AGNEAUX
27,50002,33.20B,ETI,50180,AGNEAUX
28,50002,33.20C,PME,50180,AGNEAUX
29,50002,35.12Z,GE,50180,AGNEAUX
30,50002,35.13Z,GE,50180,AGNEAUX
31,50002,35.23Z,GE,50180,AGNEAUX
32,50002,38.31Z,PME,50180,AGNEAUX
33,50002,38.32Z,PME,50180,AGNEAUX
34,50002,41.10A,,50180,AGNEAUX
35,50002,41.10A,PME,50180,AGNEAUX
36,50002,41.10C,PME,50180,AGNEAUX
37,50002,41.10D,PME,50180,AGNEAUX
38,50002,41.20A,PME,50180,AGNEAUX
39,50002,42.21Z,PME,50180,AGNEAUX
40,50002,42.22Z,ETI,50180,AGNEAUX
41,50002,43.12A,PME,50180,AGNEAUX
42,50002,43.21A,ETI,50180,AGNEAUX
43,50002,43.21A,PME,50180,AGNEAUX
44,50002,43.22B,GE,50180,AGNEAUX
45,50002,43.22B,PME,50180,AGNEAUX
46,50002,43.32A,,50180,AGNEAUX
47,50002,43.32A,PME,50180,AGNEAUX
48,50002,43.32B,PME,50180,AGNEAUX
49,50002,43.33Z,PME,50180,AGNEAUX
50,50002,43.34Z,PME,50180,AGNEAUX
51,50002,43.91B,PME,50180,AGNEAUX
52,50002,43.99A,,50180,AGNEAUX
53,50002,43.99A,PME,50180,AGNEAUX
54,50002,43.99C,,50180,AGNEAUX
55,50002,43.99C,PME,50180,AGNEAUX
56,50002,43.99D,PME,50180,AGNEAUX
57,50002,45.11Z,,50180,AGNEAUX
58,50002,45.11Z,PME,50180,AGNEAUX
59,50002,45.20A,ETI,50180,AGNEAUX
60,50002,45.20A,PME,50180,AGNEAUX
61,50002,45.31Z,ETI,50180,AGNEAUX
62,50002,45.40Z,PME,50180,AGNEAUX
63,50002,46.19B,,50180,AGNEAUX
64,50002,46.19B,PME,50180,AGNEAUX
65,50002,46.21Z,ETI,50180,AGNEAUX
66,50002,46.31Z,PME,50180,AGNEAUX
67,50002,46.43Z,PME,50180,AGNEAUX
68,50002,46.45Z,PME,50180,AGNEAUX
69,50002,46.51Z,PME,50180,AGNEAUX
70,50002,46.66Z,PME,50180,AGNEAUX
71,50002,46.73A,ETI,50180,AGNEAUX
72,50002,46.73A,PME,50180,AGNEAUX
73,50002,46.74A,GE,50180,AGNEAUX
74,50002,46.74B,GE,50180,AGNEAUX
75,50002,46.76Z,PME,50180,AGNEAUX
76,50002,46.90Z,ETI,50180,AGNEAUX
77,50002,46.90Z,PME,50180,AGNEAUX
78,50002,47.11D,GE,50180,AGNEAUX
79,50002,47.11D,PME,50180,AGNEAUX
80,50002,47.11F,ETI,50180,AGNEAUX
81,50002,47.19B,ETI,50180,AGNEAUX
82,50002,47.22Z,,50180,AGNEAUX
83,50002,47.22Z,PME,50180,AGNEAUX
84,50002,47.25Z,ETI,50180,AGNEAUX
85,50002,47.25Z,PME,50180,AGNEAUX
86,50002,47.29Z,,50180,AGNEAUX
87,50002,47.29Z,PME,50180,AGNEAUX
88,50002,47.30Z,PME,50180,AGNEAUX
89,50002,47.41Z,PME,50180,AGNEAUX
90,50002,47.52A,,50180,AGNEAUX
91,50002,47.52A,PME,50180,AGNEAUX
92,50002,47.54Z,PME,50180,AGNEAUX
93,50002,47.59A,,50180,AGNEAUX
94,50002,47.59A,ETI,50180,AGNEAUX
95,50002,47.59A,PME,50180,AGNEAUX
96,50002,47.59B,ETI,50180,AGNEAUX
97,50002,47.59B,PME,50180,AGNEAUX
98,50002,47.62Z,PME,50180,AGNEAUX
99,50002,47.64Z,ETI,50180,AGNEAUX
100,50002,47.64Z,PME,50180,AGNEAUX
101,50002,47.65Z,ETI,50180,AGNEAUX
102,50002,47.71Z,ETI,50180,AGNEAUX
103,50002,47.71Z,PME,50180,AGNEAUX
104,50002,47.72A,ETI,50180,AGNEAUX
105,50002,47.72A,PME,50180,AGNEAUX
106,50002,47.72B,PME,50180,AGNEAUX
107,50002,47.73Z,PME,50180,AGNEAUX
108,50002,47.74Z,GE,50180,AGNEAUX
109,50002,47.74Z,PME,50180,AGNEAUX
110,50002,47.76Z,PME,50180,AGNEAUX
111,50002,47.77Z,PME,50180,AGNEAUX
112,50002,47.78A,ETI,50180,AGNEAUX
113,50002,47.78A,PME,50180,AGNEAUX
114,50002,47.78B,GE,50180,AGNEAUX
115,50002,47.78C,ETI,50180,AGNEAUX
116,50002,47.78C,PME,50180,AGNEAUX
117,50002,47.79Z,PME,50180,AGNEAUX
118,50002,47.81Z,,50180,AGNEAUX
119,50002,47.81Z,PME,50180,AGNEAUX
120,50002,47.82Z,,50180,AGNEAUX
121,50002,47.82Z,PME,50180,AGNEAUX
122,50002,47.89Z,,50180,AGNEAUX
123,50002,47.89Z,PME,50180,AGNEAUX
124,50002,47.91A,,50180,AGNEAUX
125,50002,47.91A,PME,50180,AGNEAUX
126,50002,47.91B,,50180,AGNEAUX
127,50002,47.99A,,50180,AGNEAUX
128,50002,47.99A,PME,50180,AGNEAUX
129,50002,47.99B,ETI,50180,AGNEAUX
130,50002,49.32Z,PME,50180,AGNEAUX
131,50002,49.41B,ETI,50180,AGNEAUX
132,50002,49.41B,PME,50180,AGNEAUX
133,50002,52.21Z,GE,50180,AGNEAUX
134,50002,52.29B,,50180,AGNEAUX
135,50002,53.10Z,GE,50180,AGNEAUX
136,50002,53.20Z,,50180,AGNEAUX
137,50002,53.20Z,PME,50180,AGNEAUX
138,50002,55.10Z,PME,50180,AGNEAUX
139,50002,56.10A,PME,50180,AGNEAUX
140,50002,56.10C,,50180,AGNEAUX
141,50002,56.10C,PME,50180,AGNEAUX
142,50002,56.21Z,,50180,AGNEAUX
143,50002,56.29B,ETI,50180,AGNEAUX
144,50002,56.30Z,PME,50180,AGNEAUX
145,50002,58.13Z,PME,50180,AGNEAUX
146,50002,58.14Z,,50180,AGNEAUX
147,50002,59.11B,PME,50180,AGNEAUX
148,50002,62.01Z,,50180,AGNEAUX
149,50002,62.01Z,PME,50180,AGNEAUX
150,50002,62.02A,PME,50180,AGNEAUX
151,50002,63.11Z,PME,50180,AGNEAUX
152,50002,63.91Z,PME,50180,AGNEAUX
153,50002,64.19Z,GE,50180,AGNEAUX
154,50002,64.20Z,,50180,AGNEAUX
155,50002,64.20Z,PME,50180,AGNEAUX
156,50002,64.91Z,PME,50180,AGNEAUX
157,50002,66.19A,,50180,AGNEAUX
158,50002,66.19A,PME,50180,AGNEAUX
159,50002,66.19B,PME,50180,AGNEAUX
160,50002,66.22Z,PME,50180,AGNEAUX
161,50002,66.30Z,PME,50180,AGNEAUX
162,50002,68.10Z,PME,50180,AGNEAUX
163,50002,68.20A,,50180,AGNEAUX
164,50002,68.20A,PME,50180,AGNEAUX
165,50002,68.20B,,50180,AGNEAUX
166,50002,68.20B,ETI,50180,AGNEAUX
167,50002,68.20B,GE,50180,AGNEAUX
168,50002,68.20B,PME,50180,AGNEAUX
169,50002,68.31Z,,50180,AGNEAUX
170,50002,68.31Z,PME,50180,AGNEAUX
171,50002,68.32A,,50180,AGNEAUX
172,50002,68.32B,,50180,AGNEAUX
173,50002,69.10Z,PME,50180,AGNEAUX
174,50002,69.20Z,PME,50180,AGNEAUX
175,50002,70.10Z,,50180,AGNEAUX
176,50002,70.10Z,ETI,50180,AGNEAUX
177,50002,70.10Z,PME,50180,AGNEAUX
178,50002,70.21Z,PME,50180,AGNEAUX
179,50002,70.22Z,,50180,AGNEAUX
180,50002,70.22Z,ETI,50180,AGNEAUX
181,50002,70.22Z,PME,50180,AGNEAUX
182,50002,71.11Z,,50180,AGNEAUX
183,50002,71.11Z,PME,50180,AGNEAUX
184,50002,71.12B,,50180,AGNEAUX
185,50002,71.12B,PME,50180,AGNEAUX
186,50002,71.20A,PME,50180,AGNEAUX
187,50002,71.20B,,50180,AGNEAUX
188,50002,74.20Z,,50180,AGNEAUX
189,50002,74.90A,PME,50180,AGNEAUX
190,50002,74.90B,PME,50180,AGNEAUX
191,50002,75.00Z,PME,50180,AGNEAUX
192,50002,77.11A,PME,50180,AGNEAUX
193,50002,77.12Z,ETI,50180,AGNEAUX
194,50002,77.31Z,PME,50180,AGNEAUX
195,50002,77.32Z,PME,50180,AGNEAUX
196,50002,77.39Z,,50180,AGNEAUX
197,50002,77.40Z,PME,50180,AGNEAUX
198,50002,78.30Z,PME,50180,AGNEAUX
199,50002,81.10Z,,50180,AGNEAUX
200,50002,81.10Z,PME,50180,AGNEAUX
201,50002,81.21Z,PME,50180,AGNEAUX
202,50002,81.22Z,PME,50180,AGNEAUX
203,50002,81.29A,PME,50180,AGNEAUX
204,50002,81.30Z,ETI,50180,AGNEAUX
205,50002,81.30Z,PME,50180,AGNEAUX
206,50002,82.11Z,,50180,AGNEAUX
207,50002,82.30Z,,50180,AGNEAUX
208,50002,82.99Z,PME,50180,AGNEAUX
209,50002,84.11Z,PME,50180,AGNEAUX
210,50002,84.13Z,,50180,AGNEAUX
211,50002,85.10Z,PME,50180,AGNEAUX
212,50002,85.20Z,PME,50180,AGNEAUX
213,50002,85.31Z,PME,50180,AGNEAUX
214,50002,85.32Z,PME,50180,AGNEAUX
215,50002,85.51Z,,50180,AGNEAUX
216,50002,85.51Z,PME,50180,AGNEAUX
217,50002,85.52Z,PME,50180,AGNEAUX
218,50002,85.53Z,PME,50180,AGNEAUX
219,50002,85.59A,,50180,AGNEAUX
220,50002,85.59A,PME,50180,AGNEAUX
221,50002,85.59B,,50180,AGNEAUX
222,50002,85.59B,PME,50180,AGNEAUX
223,50002,86.21Z,PME,50180,AGNEAUX
224,50002,86.22C,PME,50180,AGNEAUX
225,50002,86.23Z,,50180,AGNEAUX
226,50002,86.23Z,PME,50180,AGNEAUX
227,50002,86.90A,PME,50180,AGNEAUX
228,50002,86.90D,,50180,AGNEAUX
229,50002,86.90D,PME,50180,AGNEAUX
230,50002,86.90E,,50180,AGNEAUX
231,50002,86.90E,PME,50180,AGNEAUX
232,50002,86.90F,,50180,AGNEAUX
233,50002,86.90F,PME,50180,AGNEAUX
234,50002,87.10B,ETI,50180,AGNEAUX
235,50002,87.30A,PME,50180,AGNEAUX
236,50002,88.10C,ETI,50180,AGNEAUX
237,50002,88.10C,PME,50180,AGNEAUX
238,50002,88.91A,,50180,AGNEAUX
239,50002,88.91B,ETI,50180,AGNEAUX
240,50002,88.99B,,50180,AGNEAUX
241,50002,88.99B,ETI,50180,AGNEAUX
242,50002,88.99B,PME,50180,AGNEAUX
243,50002,90.01Z,PME,50180,AGNEAUX
244,50002,90.02Z,PME,50180,AGNEAUX
245,50002,93.12Z,,50180,AGNEAUX
246,50002,93.12Z,PME,50180,AGNEAUX
247,50002,93.19Z,PME,50180,AGNEAUX
248,50002,93.29Z,,50180,AGNEAUX
249,50002,93.29Z,PME,50180,AGNEAUX
250,50002,94.11Z,PME,50180,AGNEAUX
251,50002,94.20Z,PME,50180,AGNEAUX
252,50002,94.91Z,,50180,AGNEAUX
253,50002,94.91Z,PME,50180,AGNEAUX
254,50002,94.92Z,,50180,AGNEAUX
255,50002,94.99Z,,50180,AGNEAUX
256,50002,94.99Z,PME,50180,AGNEAUX
257,50002,95.11Z,,50180,AGNEAUX
258,50002,95.11Z,PME,50180,AGNEAUX
259,50002,95.22Z,PME,50180,AGNEAUX
260,50002,95.24Z,,50180,AGNEAUX
261,50002,95.29Z,PME,50180,AGNEAUX
262,50002,96.01B,PME,50180,AGNEAUX
263,50002,96.02A,PME,50180,AGNEAUX
264,50002,96.02B,,50180,AGNEAUX
265,50002,96.02B,PME,50180,AGNEAUX
266,50002,96.04Z,,50180,AGNEAUX
267,50002,96.09Z,,50180,AGNEAUX
268,50002,96.09Z,PME,50180,AGNEAUX
269,50003,01.11Z,,50230,AGON-COUTAINVILLE
270,50003,01.13Z,,50230,AGON-COUTAINVILLE
271,50003,01.24Z,,50230,AGON-COUTAINVILLE
272,50003,01.29Z,,50230,AGON-COUTAINVILLE
273,50003,01.30Z,,50230,AGON-COUTAINVILLE
274,50003,01.42Z,,50230,AGON-COUTAINVILLE
275,50003,01.43Z,,50230,AGON-COUTAINVILLE
276,50003,01.45Z,,50230,AGON-COUTAINVILLE
277,50003,01.49Z,,50230,AGON-COUTAINVILLE
278,50003,01.49Z,PME,50230,AGON-COUTAINVILLE
279,50003,01.50Z,,50230,AGON-COUTAINVILLE
280,50003,01.62Z,,50230,AGON-COUTAINVILLE
281,50003,03.11Z,,50230,AGON-COUTAINVILLE
282,50003,03.21Z,,50230,AGON-COUTAINVILLE
283,50003,10.20Z,ETI,50230,AGON-COUTAINVILLE
284,50003,10.39A,PME,50230,AGON-COUTAINVILLE
285,50003,10.71C,PME,50230,AGON-COUTAINVILLE
286,50003,10.71D,PME,50230,AGON-COUTAINVILLE
287,50003,14.13Z,PME,50230,AGON-COUTAINVILLE
288,50003,16.29Z,,50230,AGON-COUTAINVILLE
289,50003,16.29Z,PME,50230,AGON-COUTAINVILLE
290,50003,18.13Z,PME,50230,AGON-COUTAINVILLE
291,50003,31.09B,PME,50230,AGON-COUTAINVILLE
292,50003,32.13Z,PME,50230,AGON-COUTAINVILLE
293,50003,33.12Z,PME,50230,AGON-COUTAINVILLE
294,50003,33.20A,PME,50230,AGON-COUTAINVILLE
295,50003,35.11Z,,50230,AGON-COUTAINVILLE
296,50003,35.11Z,PME,50230,AGON-COUTAINVILLE
297,50003,36.00Z,GE,50230,AGON-COUTAINVILLE
298,50003,36.00Z,PME,50230,AGON-COUTAINVILLE
299,50003,38.32Z,PME,50230,AGON-COUTAINVILLE
300,50003,41.10A,,50230,AGON-COUTAINVILLE
301,50003,41.10A,PME,50230,AGON-COUTAINVILLE
302,50003,41.10D,PME,50230,AGON-COUTAINVILLE
303,50003,41.20A,PME,50230,AGON-COUTAINVILLE
304,50003,42.99Z,PME,50230,AGON-COUTAINVILLE
305,50003,43.12A,,50230,AGON-COUTAINVILLE
306,50003,43.12A,PME,50230,AGON-COUTAINVILLE
307,50003,43.21A,,50230,AGON-COUTAINVILLE
308,50003,43.21A,PME,50230,AGON-COUTAINVILLE
309,50003,43.22A,,50230,AGON-COUTAINVILLE
310,50003,43.22A,PME,50230,AGON-COUTAINVILLE
311,50003,43.29A,PME,50230,AGON-COUTAINVILLE
312,50003,43.32A,,50230,AGON-COUTAINVILLE
313,50003,43.32A,PME,50230,AGON-COUTAINVILLE
314,50003,43.34Z,PME,50230,AGON-COUTAINVILLE
315,50003,43.39Z,PME,50230,AGON-COUTAINVILLE
316,50003,43.99C,,50230,AGON-COUTAINVILLE
317,50003,43.99C,PME,50230,AGON-COUTAINVILLE
318,50003,45.11Z,PME,50230,AGON-COUTAINVILLE
319,50003,45.20A,,50230,AGON-COUTAINVILLE
320,50003,45.20A,PME,50230,AGON-COUTAINVILLE
321,50003,46.17B,PME,50230,AGON-COUTAINVILLE
322,50003,46.18Z,PME,50230,AGON-COUTAINVILLE
323,50003,46.19B,PME,50230,AGON-COUTAINVILLE
324,50003,46.38A,PME,50230,AGON-COUTAINVILLE
325,50003,46.42Z,,50230,AGON-COUTAINVILLE
326,50003,46.46Z,PME,50230,AGON-COUTAINVILLE
327,50003,46.73A,GE,50230,AGON-COUTAINVILLE
328,50003,46.73A,PME,50230,AGON-COUTAINVILLE
329,50003,46.90Z,PME,50230,AGON-COUTAINVILLE
330,50003,47.11B,ETI,50230,AGON-COUTAINVILLE
331,50003,47.11B,PME,50230,AGON-COUTAINVILLE
332,50003,47.11C,PME,50230,AGON-COUTAINVILLE
333,50003,47.22Z,PME,50230,AGON-COUTAINVILLE
334,50003,47.23Z,,50230,AGON-COUTAINVILLE
335,50003,47.23Z,PME,50230,AGON-COUTAINVILLE
336,50003,47.25Z,PME,50230,AGON-COUTAINVILLE
337,50003,47.29Z,PME,50230,AGON-COUTAINVILLE
338,50003,47.30Z,PME,50230,AGON-COUTAINVILLE
339,50003,47.52A,PME,50230,AGON-COUTAINVILLE
340,50003,47.59A,PME,50230,AGON-COUTAINVILLE
341,50003,47.62Z,PME,50230,AGON-COUTAINVILLE
342,50003,47.64Z,,50230,AGON-COUTAINVILLE
343,50003,47.64Z,PME,50230,AGON-COUTAINVILLE
344,50003,47.71Z,,50230,AGON-COUTAINVILLE
345,50003,47.71Z,PME,50230,AGON-COUTAINVILLE
346,50003,47.73Z,PME,50230,AGON-COUTAINVILLE
347,50003,47.76Z,PME,50230,AGON-COUTAINVILLE
348,50003,47.77Z,PME,50230,AGON-COUTAINVILLE
349,50003,47.78A,PME,50230,AGON-COUTAINVILLE
350,50003,47.78C,PME,50230,AGON-COUTAINVILLE
351,50003,47.79Z,PME,50230,AGON-COUTAINVILLE
352,50003,47.81Z,PME,50230,AGON-COUTAINVILLE
353,50003,47.82Z,PME,50230,AGON-COUTAINVILLE
354,50003,47.89Z,,50230,AGON-COUTAINVILLE
355,50003,47.89Z,PME,50230,AGON-COUTAINVILLE
356,50003,47.91A,,50230,AGON-COUTAINVILLE
357,50003,47.91B,,50230,AGON-COUTAINVILLE
358,50003,47.91B,PME,50230,AGON-COUTAINVILLE
359,50003,47.99A,,50230,AGON-COUTAINVILLE
360,50003,47.99A,PME,50230,AGON-COUTAINVILLE
361,50003,50.10Z,PME,50230,AGON-COUTAINVILLE
362,50003,52.10A,,50230,AGON-COUTAINVILLE
363,50003,52.10B,PME,50230,AGON-COUTAINVILLE
364,50003,53.10Z,GE,50230,AGON-COUTAINVILLE
365,50003,53.20Z,,50230,AGON-COUTAINVILLE
366,50003,55.10Z,PME,50230,AGON-COUTAINVILLE
367,50003,55.20Z,PME,50230,AGON-COUTAINVILLE
368,50003,55.30Z,PME,50230,AGON-COUTAINVILLE
369,50003,56.10A,,50230,AGON-COUTAINVILLE
370,50003,56.10A,PME,50230,AGON-COUTAINVILLE
371,50003,56.10C,PME,50230,AGON-COUTAINVILLE
372,50003,56.21Z,,50230,AGON-COUTAINVILLE
373,50003,56.21Z,PME,50230,AGON-COUTAINVILLE
374,50003,56.30Z,,50230,AGON-COUTAINVILLE
375,50003,56.30Z,PME,50230,AGON-COUTAINVILLE
376,50003,58.11Z,PME,50230,AGON-COUTAINVILLE
377,50003,58.13Z,PME,50230,AGON-COUTAINVILLE
378,50003,58.29C,PME,50230,AGON-COUTAINVILLE
379,50003,59.11B,PME,50230,AGON-COUTAINVILLE
380,50003,59.14Z,PME,50230,AGON-COUTAINVILLE
381,50003,59.20Z,PME,50230,AGON-COUTAINVILLE
382,50003,62.02A,PME,50230,AGON-COUTAINVILLE
383,50003,64.19Z,GE,50230,AGON-COUTAINVILLE
384,50003,64.20Z,,50230,AGON-COUTAINVILLE
385,50003,64.20Z,PME,50230,AGON-COUTAINVILLE
386,50003,64.30Z,PME,50230,AGON-COUTAINVILLE
387,50003,64.99Z,PME,50230,AGON-COUTAINVILLE
388,50003,66.19A,,50230,AGON-COUTAINVILLE
389,50003,66.19A,PME,50230,AGON-COUTAINVILLE
390,50003,66.19B,,50230,AGON-COUTAINVILLE
391,50003,66.19B,PME,50230,AGON-COUTAINVILLE
392,50003,66.22Z,PME,50230,AGON-COUTAINVILLE
393,50003,66.30Z,,50230,AGON-COUTAINVILLE
394,50003,66.30Z,PME,50230,AGON-COUTAINVILLE
395,50003,68.10Z,,50230,AGON-COUTAINVILLE
396,50003,68.10Z,PME,50230,AGON-COUTAINVILLE
397,50003,68.20A,,50230,AGON-COUTAINVILLE
398,50003,68.20A,PME,50230,AGON-COUTAINVILLE
399,50003,68.20B,,50230,AGON-COUTAINVILLE
400,50003,68.20B,PME,50230,AGON-COUTAINVILLE
401,50003,68.31Z,,50230,AGON-COUTAINVILLE
402,50003,68.31Z,PME,50230,AGON-COUTAINVILLE
403,50003,68.32A,,50230,AGON-COUTAINVILLE
404,50003,68.32A,PME,50230,AGON-COUTAINVILLE
405,50003,68.32B,,50230,AGON-COUTAINVILLE
406,50003,69.10Z,PME,50230,AGON-COUTAINVILLE
407,50003,69.20Z,PME,50230,AGON-COUTAINVILLE
408,50003,70.10Z,,50230,AGON-COUTAINVILLE
409,50003,70.10Z,PME,50230,AGON-COUTAINVILLE
410,50003,70.21Z,,50230,AGON-COUTAINVILLE
411,50003,70.21Z,PME,50230,AGON-COUTAINVILLE
412,50003,70.22Z,,50230,AGON-COUTAINVILLE
413,50003,70.22Z,PME,50230,AGON-COUTAINVILLE
414,50003,71.11Z,,50230,AGON-COUTAINVILLE
415,50003,71.11Z,PME,50230,AGON-COUTAINVILLE
416,50003,71.12B,PME,50230,AGON-COUTAINVILLE
417,50003,74.10Z,,50230,AGON-COUTAINVILLE
418,50003,74.10Z,PME,50230,AGON-COUTAINVILLE
419,50003,74.20Z,PME,50230,AGON-COUTAINVILLE
420,50003,74.30Z,PME,50230,AGON-COUTAINVILLE
421,50003,74.90B,,50230,AGON-COUTAINVILLE
422,50003,74.90B,PME,50230,AGON-COUTAINVILLE
423,50003,75.00Z,PME,50230,AGON-COUTAINVILLE
424,50003,77.29Z,PME,50230,AGON-COUTAINVILLE
425,50003,77.39Z,PME,50230,AGON-COUTAINVILLE
426,50003,79.11Z,,50230,AGON-COUTAINVILLE
427,50003,79.11Z,PME,50230,AGON-COUTAINVILLE
428,50003,79.90Z,,50230,AGON-COUTAINVILLE
429,50003,79.90Z,PME,50230,AGON-COUTAINVILLE
430,50003,81.10Z,,50230,AGON-COUTAINVILLE
431,50003,81.21Z,,50230,AGON-COUTAINVILLE
432,50003,81.21Z,PME,50230,AGON-COUTAINVILLE
433,50003,81.30Z,PME,50230,AGON-COUTAINVILLE
434,50003,82.11Z,,50230,AGON-COUTAINVILLE
435,50003,82.11Z,PME,50230,AGON-COUTAINVILLE
436,50003,82.19Z,,50230,AGON-COUTAINVILLE
437,50003,82.19Z,PME,50230,AGON-COUTAINVILLE
438,50003,82.20Z,PME,50230,AGON-COUTAINVILLE
439,50003,82.30Z,PME,50230,AGON-COUTAINVILLE
440,50003,82.92Z,PME,50230,AGON-COUTAINVILLE
441,50003,84.11Z,PME,50230,AGON-COUTAINVILLE
442,50003,85.20Z,PME,50230,AGON-COUTAINVILLE
443,50003,85.31Z,PME,50230,AGON-COUTAINVILLE
444,50003,85.42Z,,50230,AGON-COUTAINVILLE
445,50003,85.51Z,,50230,AGON-COUTAINVILLE
446,50003,85.51Z,PME,50230,AGON-COUTAINVILLE
447,50003,85.52Z,,50230,AGON-COUTAINVILLE
448,50003,85.52Z,PME,50230,AGON-COUTAINVILLE
449,50003,85.53Z,PME,50230,AGON-COUTAINVILLE
450,50003,85.59A,PME,50230,AGON-COUTAINVILLE
451,50003,85.59B,PME,50230,AGON-COUTAINVILLE
452,50003,86.21Z,PME,50230,AGON-COUTAINVILLE
453,50003,86.23Z,PME,50230,AGON-COUTAINVILLE
454,50003,86.90A,PME,50230,AGON-COUTAINVILLE
455,50003,86.90D,,50230,AGON-COUTAINVILLE
456,50003,86.90D,PME,50230,AGON-COUTAINVILLE
457,50003,86.90E,,50230,AGON-COUTAINVILLE
458,50003,86.90E,PME,50230,AGON-COUTAINVILLE
459,50003,86.90F,,50230,AGON-COUTAINVILLE
460,50003,86.90F,PME,50230,AGON-COUTAINVILLE
461,50003,87.10A,PME,50230,AGON-COUTAINVILLE
462,50003,88.10A,ETI,50230,AGON-COUTAINVILLE
463,50003,88.10A,PME,50230,AGON-COUTAINVILLE
464,50003,88.91A,PME,50230,AGON-COUTAINVILLE
465,50003,88.99B,,50230,AGON-COUTAINVILLE
466,50003,88.99B,PME,50230,AGON-COUTAINVILLE
467,50003,90.01Z,,50230,AGON-COUTAINVILLE
468,50003,90.01Z,PME,50230,AGON-COUTAINVILLE
469,50003,90.02Z,,50230,AGON-COUTAINVILLE
470,50003,90.03A,,50230,AGON-COUTAINVILLE
471,50003,90.03A,PME,50230,AGON-COUTAINVILLE
472,50003,90.03B,,50230,AGON-COUTAINVILLE
473,50003,90.03B,PME,50230,AGON-COUTAINVILLE
474,50003,92.00Z,ETI,50230,AGON-COUTAINVILLE
475,50003,93.11Z,PME,50230,AGON-COUTAINVILLE
476,50003,93.12Z,,50230,AGON-COUTAINVILLE
477,50003,93.12Z,PME,50230,AGON-COUTAINVILLE
478,50003,93.19Z,,50230,AGON-COUTAINVILLE
479,50003,93.19Z,PME,50230,AGON-COUTAINVILLE
480,50003,93.29Z,PME,50230,AGON-COUTAINVILLE
481,50003,94.91Z,,50230,AGON-COUTAINVILLE
482,50003,94.91Z,PME,50230,AGON-COUTAINVILLE
483,50003,94.99Z,,50230,AGON-COUTAINVILLE
484,50003,94.99Z,PME,50230,AGON-COUTAINVILLE
485,50003,95.11Z,PME,50230,AGON-COUTAINVILLE
486,50003,96.02A,PME,50230,AGON-COUTAINVILLE
487,50003,96.02B,,50230,AGON-COUTAINVILLE
488,50003,96.02B,PME,50230,AGON-COUTAINVILLE
489,50003,96.03Z,PME,50230,AGON-COUTAINVILLE
490,50003,96.04Z,,50230,AGON-COUTAINVILLE
491,50003,96.09Z,,50230,AGON-COUTAINVILLE
492,50003,96.09Z,PME,50230,AGON-COUTAINVILLE
493,50008,01.11Z,,50400,ANCTOVILLE-SUR-BOSCQ
494,50008,01.41Z,,50400,ANCTOVILLE-SUR-BOSCQ
495,50008,01.42Z,,50400,ANCTOVILLE-SUR-BOSCQ
496,50008,01.50Z,,50400,ANCTOVILLE-SUR-BOSCQ
497,50008,03.11Z,,50400,ANCTOVILLE-SUR-BOSCQ
498,50008,13.92Z,PME,50400,ANCTOVILLE-SUR-BOSCQ
499,50008,31.09B,PME,50400,ANCTOVILLE-SUR-BOSCQ
500,50008,35.11Z,,50400,ANCTOVILLE-SUR-BOSCQ
501,50008,43.21A,PME,50400,ANCTOVILLE-SUR-BOSCQ
502,50008,43.32A,,50400,ANCTOVILLE-SUR-BOSCQ
503,50008,43.33Z,PME,50400,ANCTOVILLE-SUR-BOSCQ
504,50008,43.34Z,PME,50400,ANCTOVILLE-SUR-BOSCQ
505,50008,43.91B,PME,50400,ANCTOVILLE-SUR-BOSCQ
506,50008,46.19B,PME,50400,ANCTOVILLE-SUR-BOSCQ
507,50008,47.23Z,PME,50400,ANCTOVILLE-SUR-BOSCQ
508,50008,47.99A,PME,50400,ANCTOVILLE-SUR-BOSCQ
509,50008,55.20Z,PME,50400,ANCTOVILLE-SUR-BOSCQ
510,50008,66.12Z,,50400,ANCTOVILLE-SUR-BOSCQ
511,50008,68.10Z,PME,50400,ANCTOVILLE-SUR-BOSCQ
