Sum of % population de 60 ans et plus,Sum of Taux de pauvreté* (en %),Sum of Taux de logements vacants* (en %),Sum of Taux de logements sociaux* (en %),Sum of Taux de logements individuels (en %),Sum of Parc social - Ventes à des personnes physiques,Sum of Taux de chômage au T4 (en %),"Sum of Parc social - Taux de logements énergivores (E,F,G)* (en %)",Sum of Parc social - Nombre de logements,Sum of Parc social - Loyer moyen (en €/m²/mois)*,Sum of Parc social - Logements mis en location*,Sum of Parc social - Logements démolis,Sum of Parc social - Âge moyen du parc  (en années),Sum of Nombre de résidences principales,Sum of Nombre de logements,Nom_département,Sum of Parc social - Taux de logements individuels (en %),Sum of Parc social - Taux de logements vacants* (en %),Sum of Nombre  d'habitants,Sum of Moyenne annuelle de la construction neuve sur 10 ans,geom,Sum of Densité de population au km²,Sum of Construction,Sum of Année,Sum of % population de moins de 20 ans,Code_département,geo_point_2d
93,41.8,31.233067542,66.89179575,253.98818502,266,23.9,153,180423,22.511308902,5136,274,123,1074607,1242731,Ain,67.24291839,11.442823739,2603065,21664,"{""coordinates"": [[[5.3106333429, 46.4469451179], [5.2920710708, 46.4499496186], [5.2837817978, 46.4455844797], [5.2252155297, 46.4685673731], [5.2159134486, 46.4684058604], [5.2131814135, 46.484934579], [5.1936672488, 46.5091279072], [5.1747525211, 46.5121465693], [5.1564847537, 46.5074931988], [5.1349423666, 46.5090775019], [5.1344859487, 46.5014204014], [5.1074271378, 46.4918607926], [5.0956994803, 46.4992555355], [5.085578657, 46.4904239677], [5.0563738218, 46.4837380546], [5.0405450047, 46.4914529751], [5.0287279064, 46.4917714127], [5.0000603846, 46.511993784], [4.9843576615, 46.5153658802], [4.9657943933, 46.5136418429], [4.9536619105, 46.5045723065], [4.9357070144, 46.5143352483], [4.9270610319, 46.499322207], [4.9143746158, 46.4853400696], [4.9155569673, 46.4666573729], [4.912231324, 46.4591740598], [4.8918560881, 46.4413999115], [4.8892473093, 46.4055584726], [4.8720426318, 46.3822611951], [4.8586881767, 46.36807711], [4.8510779152, 46.3542938304], [4.8536862987, 46.3345437327], [4.8506856616, 46.3246485533], [4.8314665175, 46.2962081954], [4.8245732718, 46.2726389825], [4.8115554377, 46.2611645915], [4.8083612844, 46.2379769159], [4.7931420287, 46.2124123427], [4.793046785, 46.201569234], [4.7798366694, 46.188239078], [4.7804546359, 46.1769164377], [4.7848692169, 46.1675428021], [4.8016216596, 46.1585594504], [4.8003466507, 46.1441951528], [4.7717230096000005, 46.1173445955], [4.768644513, 46.1082233237], [4.7499146694, 46.0938590647], [4.7469266412, 46.0857987126], [4.7592228785, 46.0748542046], [4.7580120167, 46.0600652431], [4.7389362767000005, 46.04642537], [4.7468742815, 46.0296041479], [4.7439304867, 46.0195525045], [4.7485708996, 46.0105729493], [4.7495741086, 45.984400747], [4.7546327146, 45.9736670285], [4.7459859019, 45.9604881555], [4.7291102062, 45.9495153424], [4.7364865668, 45.9385668618], [4.7598584008, 45.9346839875], [4.780132046, 45.9364835412], [4.7887083951000005, 45.9242966064], [4.8102932844, 45.9181615667], [4.8051503671999996, 45.896293016], [4.8361986405, 45.9097724901], [4.8529339581, 45.9086078084], [4.8807227819, 45.8975022553], [4.8842578233000005, 45.8801490222], [4.9089728092, 45.8743297928], [4.9007392259, 45.8558139648], [4.9170648453, 45.8452154609], [4.9201253256, 45.8213114193], [4.9183902542, 45.8069738445], [4.9639167984, 45.8108569477], [4.9803649964000005, 45.8054532115], [5.0024470016, 45.8102431283], [5.0141522711, 45.805206691], [5.0493385251, 45.8121129985], [5.063458143, 45.8093966204], [5.1014866055, 45.8135594515], [5.1247350675, 45.8117910809], [5.144503067, 45.8043548363], [5.1602321047, 45.8024424194], [5.1811175891, 45.7899155305], [5.1895518402, 45.7726993701], [5.2277982556, 45.7701668536], [5.2664986081, 45.7894400316], [5.2764938517, 45.8023103669], [5.2894604865, 45.8118495411], [5.302434184, 45.8486296151], [5.3136748096, 45.8581474452], [5.3302526297, 45.864482285], [5.3393873713, 45.8791942065], [5.3525751391, 45.8832537581], [5.3811127657, 45.8669174166], [5.4134217081, 45.8522948325], [5.4201285264, 45.8391331271], [5.4342500286, 45.8314150659], [5.4349537272, 45.8251655312], [5.4210471205, 45.821293347], [5.4230865022, 45.8072854155], [5.4482601862, 45.7852551701], [5.4592677446, 45.7799976147], [5.4848499598, 45.7524720605], [5.5166960323000005, 45.7322693123], [5.5244343129, 45.7180414941], [5.5537745475, 45.7089023774], [5.5450372423, 45.6948109635], [5.5468273125, 45.6848239814], [5.5632027497, 45.6742626266], [5.5864134750000005, 45.6671187597], [5.5872976012999995, 45.6599177437], [5.602705708, 45.6520484391], [5.6065460191, 45.6397513953], [5.6237480353, 45.6132683268], [5.6363428519, 45.6149019073], [5.6491659373, 45.6339087516], [5.659697109, 45.638453572], [5.6848017292, 45.6407225488], [5.6887768014999995, 45.6479888337], [5.6848682823, 45.6656697241], [5.7040266447, 45.6782578221], [5.7094665425999995, 45.688290498], [5.7007757481, 45.7019783844], [5.7065051404, 45.7110582568], [5.7214879632999995, 45.7079131854], [5.7556151535, 45.7080747485], [5.776607932, 45.7291573204], [5.7696965457000005, 45.7411760779], [5.7834671195, 45.7445221748], [5.7792930461, 45.7618351426], [5.7834171953, 45.7736813276], [5.7889526983, 45.8266976568], [5.7972301694, 45.831079253], [5.803376855, 45.8551472813], [5.8088039927, 45.8624552318], [5.8257902929, 45.902489636], [5.829697278, 45.9162413769], [5.8225648198, 45.9269531193], [5.8291893508, 45.9382762628], [5.8349780973000005, 45.9513771236], [5.8314997524, 45.97542372], [5.8093566072, 45.9895003571], [5.8120022319, 46.0233056613], [5.8068033398, 46.0430867049], [5.8146839739, 46.0559837291], [5.8079193205, 46.0616389338], [5.8121900748, 46.0795813543], [5.8223775655, 46.0901140521], [5.8244830526, 46.1038569645], [5.8318342871, 46.1062417824], [5.8569432955, 46.0861400603], [5.8815353664, 46.085157561], [5.8913572979, 46.0882236427], [5.8929941274, 46.0993825097], [5.885597582, 46.106770584], [5.8929842355, 46.1191076982], [5.9042912118, 46.12023365], [5.9192309577, 46.1309339546], [5.9474589772, 46.1282671488], [5.9558960142, 46.1323551127], [5.9798571694, 46.1659265005], [5.9887880796, 46.1717835095], [5.9922266336, 46.1865436448], [5.9637298897, 46.1970044997], [5.9791698709, 46.2172546022], [5.9927803033, 46.2152210603], [6.0174235685, 46.2315742004], [6.033651889, 46.2385498865], [6.0461110093, 46.2313951838], [6.0601074091, 46.2448431822], [6.0737577358, 46.2422853249], [6.0843892556, 46.2470260493], [6.101445666, 46.2376496796], [6.1244691714, 46.2512582541], [6.102384674, 46.2849447173], [6.120861941, 46.2971372701], [6.1203343262, 46.3120482036], [6.1392478641, 46.3347790126], [6.1576987831, 46.349904818], [6.1699335809, 46.3660840787], [6.160507292, 46.3786650446], [6.1496730705000004, 46.3775229219], [6.1347030227, 46.3887044901], [6.0976334836, 46.4090381113], [6.0638614557, 46.4163931418], [6.0556503889, 46.4156490919], [6.0358573431, 46.3917207375], [6.0150212594, 46.3771165198], [5.9840667391, 46.3638824337], [5.979801958, 46.354180893], [5.9667549466, 46.3425455234], [5.9458883445, 46.3131523168], [5.9204986827, 46.3106072822], [5.9161873545, 46.2929122276], [5.9091278482, 46.2838476599], [5.8946147223, 46.2866325067], [5.878667911, 46.2693577372], [5.8635283982, 46.2712985088], [5.8528914688, 46.2614196239], [5.8290982021, 46.2617973829], [5.7655778755, 46.2680801914], [5.7439359609, 46.2668470234], [5.7251807632, 46.2606842077], [5.7156565265, 46.2828965439], [5.7193003333, 46.2934595085], [5.7146003741, 46.3090239267], [5.6845334501, 46.3109979353], [5.6837026986, 46.3168559521], [5.6693870961, 46.3238055528], [5.6527267652, 46.3232486475], [5.6497556555, 46.3403012396], [5.6305112707, 46.3302056829], [5.61817055, 46.3291654826], [5.5968045918, 46.2966341983], [5.5897464272, 46.2927856579], [5.5649969109, 46.2935530618], [5.5614327791000004, 46.286272528], [5.5417326693, 46.2697852795], [5.5143556646, 46.2643210247], [5.5037749958, 46.268716582], [5.4738512852, 46.2642806828], [5.4569636375, 46.275547555], [5.4753045689, 46.3153852218], [5.466922895, 46.3232698358], [5.4540037007, 46.3179091395], [5.4353790256, 46.3195430295], [5.423662421, 46.347684615], [5.4172939208, 46.3454685158], [5.413526977, 46.3167197772], [5.4048253534, 46.3101380956], [5.4019735428, 46.3390447385], [5.3794629784, 46.3463275722], [5.3735253266, 46.3521899484], [5.3771750313, 46.3640144874], [5.3632622274, 46.3714926394], [5.3756596327, 46.3803428959], [5.3707554329, 46.3867150036], [5.3516415243, 46.3939031566], [5.3391669643, 46.4020781562], [5.3214370153, 46.4040527639], [5.3074992401, 46.4169022725], [5.3200716595, 46.4277008337], [5.3106333429, 46.4469451179]]], ""type"": ""Polygon""}",451,19474,8078,101,01,"46.0998122221, 5.34901028475"
106,74.9,37.35515112,70.47454758,302.45524574,222,47.3,149,163353,20.978232336,1180,38,153,921626,1059550,Aisne,97.91155408,16.654921206,2124510,6136,"{""coordinates"": [[[4.0482344787, 49.4056310405], [4.0423554818, 49.4166754506], [4.0437215228, 49.4290144949], [4.0372086029, 49.4381941406], [4.0578470545, 49.4511301838], [4.0415906522, 49.4708392088], [4.0407277283, 49.5086423773], [4.0572125378, 49.5081761938], [4.0563038929, 49.5210550216], [4.075838268, 49.5183486886], [4.0743771831, 49.5415774868], [4.0487093696, 49.5453612031], [4.0627489705, 49.5610034601], [4.0765873443, 49.5712531781], [4.0595061881, 49.5759421163], [4.061816871, 49.5887649122], [4.0270782767, 49.6178853475], [4.0378745247, 49.6230240374], [4.0436954831, 49.6330754602], [4.0689700862, 49.6375110302], [4.0991611877, 49.6283537466], [4.1149488678, 49.6347974065], [4.1255454634, 49.6510738345], [4.1220761059, 49.6582503546], [4.1270215462, 49.6779212514], [4.1487778523, 49.6779244797], [4.1430645381, 49.6875129444], [4.1851862546, 49.6988822705], [4.1842449806, 49.7025129358], [4.2052792927, 49.7231905962], [4.2244191856, 49.7271512883], [4.2289563949, 49.7463806903], [4.2496035168, 49.7571065796], [4.2428289184, 49.7671411197], [4.2286136417, 49.7731079571], [4.2139006562, 49.7711077692], [4.2075600894, 49.7810908432], [4.2263700719, 49.7935277603], [4.214274015, 49.8061114757], [4.2235938466, 49.8341059512], [4.2329686021, 49.8484144811], [4.2487629483, 49.856753639], [4.2527477395, 49.8696238939], [4.2557011202, 49.903213512], [4.2331168756, 49.9046023783], [4.2168594366, 49.9140908425], [4.2207243513, 49.9372130336], [4.2293908885, 49.945651895], [4.233164135, 49.9577509239], [4.2250410753, 49.9592878504], [4.196317065, 49.9553047858], [4.1971101243, 49.9677212692], [4.1665870186, 49.9771071273], [4.1520998387, 49.9746481322], [4.1419737165, 49.9790190427], [4.0832550607, 49.9697699018], [4.0837271804, 49.9788657159], [4.0566992095, 49.9854260449], [4.011965439, 49.9855254106], [4.0053482714, 49.9961348281], [3.9810816684, 49.9936547188], [3.9797389925, 50.0020823398], [3.9956187516, 50.028039825], [3.9904881567, 50.0409621335], [3.9526981397, 50.0294049449], [3.9227471797, 50.0263555162], [3.9144500842000003, 50.0200940847], [3.8953003348, 50.0156544349], [3.875041702, 50.0365050375], [3.8506894009, 50.0396495362], [3.8356168871, 50.0483580187], [3.815827445, 50.0390421599], [3.7938079969, 50.0489771141], [3.7514679322, 50.0514624217], [3.7152436578, 50.0694988333], [3.7005713132, 50.0629729936], [3.6651941480000003, 50.0549516773], [3.6581756053000003, 50.0494477822], [3.66230935, 50.0391143247], [3.6566846728, 50.0322913341], [3.6408592125, 50.0390217416], [3.6141234213, 50.0250478932], [3.5949673101, 50.0441481479], [3.5726791714, 50.051547462], [3.5440540796, 50.0540489599], [3.5319703587999998, 50.0457579667], [3.5293160306, 50.0373085985], [3.5071416002999998, 50.035776619], [3.4906631963, 50.0188947701], [3.4554690877, 50.0225695284], [3.4282376399, 50.0220659131], [3.4135313304, 50.0256822405], [3.3989075841, 50.0347574586], [3.3834047624, 50.0315195854], [3.3756895045, 50.0365822554], [3.3503795095, 50.034582419], [3.3371140096, 50.0170960075], [3.3130718012, 50.0199531682], [3.2775908952, 50.0143620894], [3.271091566, 50.0293404465], [3.2582388502, 50.024374309], [3.2306249388, 50.0314800864], [3.2003090396, 50.0166235403], [3.1729557923, 50.011311965], [3.1678289294, 49.9951064815], [3.1736630418, 49.9857568569], [3.1858896113, 49.9882539376], [3.2030781782, 49.9839870152], [3.1626469585, 49.9649867742], [3.168107975, 49.9614672348], [3.1561379868, 49.9449011708], [3.1247516801, 49.923297561300004], [3.1154797422, 49.9086733119], [3.120054325, 49.8842883726], [3.1080372939, 49.8755317608], [3.0916530739, 49.8705054046], [3.085286781, 49.8786221012], [3.070223585, 49.8730439688], [3.0796649004, 49.8661298362], [3.0855893974, 49.8435497872], [3.055250648, 49.8322475908], [3.0607917028, 49.820008732], [3.0789302518, 49.8224599836], [3.0778185022, 49.8127937986], [3.0879788813, 49.803254647], [3.0859749674, 49.792016686], [3.0632012178, 49.7809977179], [3.0705910591, 49.7668878771], [3.0919356337, 49.7650138232], [3.0941122727, 49.7493517256], [3.1055098998, 49.7288477096], [3.1192214528, 49.718241603], [3.1184031553000002, 49.7059685602], [3.1249601242, 49.6961050669], [3.1154932613, 49.6812254624], [3.1241931905, 49.6768768543], [3.1085198526, 49.6644646523], [3.1054586771, 49.6501619282], [3.1127523579, 49.6313477134], [3.0934784686, 49.622539685], [3.1245727833, 49.5994889036], [3.1379724912, 49.5746086589], [3.126706074, 49.5731381365], [3.1335917209, 49.5586620763], [3.1259664233, 49.5420174783], [3.1281122837, 49.5274921255], [3.1190144269, 49.5218574497], [3.0959530637, 49.5182650259], [3.1000839461, 49.505841248], [3.1212950973, 49.4937967187], [3.1242700814, 49.4801775726], [3.1115475951000002, 49.4781407729], [3.1071406788, 49.4682493137], [3.1605429795, 49.4519403442], [3.1629041827, 49.4400461229], [3.1313740313, 49.4315727518], [3.1206792962, 49.4312782894], [3.1108003486, 49.4385950229], [3.0931337061, 49.4326238609], [3.0979146224, 49.4102574839], [3.0907277202, 49.3889426107], [3.095308488, 49.3790606754], [3.0770008338, 49.3714333834], [3.074876096, 49.3490706542], [3.061429346, 49.345482679], [3.0422132111, 49.3332569341], [3.021539813, 49.3331005857], [3.0016370325, 49.3402487429], [2.9933427362, 49.3331292894], [2.9737734403, 49.3260252695], [2.9681388502, 49.3194618543], [2.9932240926, 49.2939183486], [3.0136880229, 49.2892612453], [3.0359505462, 49.2876385679], [3.0269566661, 49.2756758749], [3.0266182507, 49.2588473388], [3.0322325698, 49.2536229276], [3.0369344422, 49.2221928399], [3.0164964983, 49.2185563891], [3.0129453259, 49.2321317659], [2.9939593713, 49.2354855612], [2.9588331031, 49.2286013597], [2.9712925696, 49.2120452521], [2.9658492082, 49.2052832161], [2.9678744945, 49.1918433145], [2.9839532746, 49.1843935144], [2.9972156828000003, 49.187028735], [3.0165261729, 49.1825683965], [3.022720198, 49.1711674726], [3.0381348811, 49.1749575706], [3.0251715186, 49.1930676527], [3.0043890112, 49.1863184472], [3.0003566776, 49.19654054], [3.0006312542, 49.2136938653], [3.0185408252, 49.2169378743], [3.0349743368, 49.2057324904], [3.0492473786, 49.2093055997], [3.0641973029, 49.1927744786], [3.0807294049, 49.1944816868], [3.090333762, 49.1798385272], [3.1010519805, 49.1977927676], [3.1164945222, 49.1895976299], [3.116299559, 49.1699806517], [3.1214489226, 49.1615334146], [3.1432886946, 49.1619499448], [3.1369541268, 49.1512404447], [3.1132210808, 49.141636012], [3.0946257851, 49.1420836264], [3.0934935043, 49.1297490763], [3.0836284093, 49.1208912756], [3.0719393707, 49.1177609789], [3.0801901223, 49.1120374691], [3.1652310167, 49.0998666453], [3.1534200334999998, 49.0833563878], [3.1662289194, 49.0779895094], [3.1818195908, 49.0626904864], [3.1821512797000002, 49.0519360904], [3.1899136753, 49.0460255648], [3.1789023406, 49.0380758397], [3.1771520138, 49.0301387198], [3.1611483931, 49.0242716306], [3.168590168, 49.0169959872], [3.1976912264, 49.0086430429], [3.2094419184, 48.9939750831], [3.2251450939, 48.9913209488], [3.2311617478, 48.9769489786], [3.2518896212, 48.9723301734], [3.2649271867, 48.9387872455], [3.2845251516, 48.940531851], [3.3044082535, 48.9487831309], [3.3126193275, 48.9338073344], [3.31326713, 48.9212518363], [3.3302994547, 48.9087060887], [3.3660759037, 48.9230625543], [3.3760705570000002, 48.9106035279], [3.3692799574, 48.893816858], [3.3835865599, 48.8845000518], [3.3813780754, 48.8715479925], [3.4059390488, 48.8760807238], [3.4078293757, 48.8632769427], [3.4247962386, 48.8661946958], [3.4353881311, 48.8596904552], [3.4521221392, 48.8561479783], [3.4458243718, 48.843266067100004], [3.4661886313, 48.8425948736], [3.4702174335000002, 48.8511768412], [3.4850233293, 48.8518462058], [3.4820362693, 48.8663016075], [3.5011139263, 48.8712774816], [3.5082947989, 48.8904566747], [3.5287412565, 48.9122482171], [3.5600231045, 48.917016222], [3.5764116227000002, 48.9232515314], [3.574745526, 48.9392038308], [3.6029086095, 48.9440294882], [3.6017892306, 48.9534774602], [3.5914091194, 48.9604534395], [3.6013091141, 48.9662763646], [3.6210698733999998, 48.9660767381], [3.623564552, 48.982762894], [3.6402528462, 49.0043645841], [3.6653089959000003, 49.0056311015], [3.6749561227000003, 49.0117279521], [3.6738128605, 49.0215988224], [3.6641862521, 49.037550467], [3.6499049669, 49.0427989856], [3.6300873169, 49.0395865505], [3.6149155312, 49.0335056812], [3.5876086706, 49.033813248], [3.5877067931999997, 49.0593946314], [3.6017155456000003, 49.0627511517], [3.6098456135, 49.0734102885], [3.6319209843999998, 49.0722442205], [3.6392709496, 49.0811790186], [3.6275560126, 49.0926780033], [3.6120448833000003, 49.1182934666], [3.6099389563, 49.1348929018], [3.6222466237, 49.1511036934], [3.6511829362, 49.1490265603], [3.6838349064, 49.1544918581], [3.7064508027, 49.145307256], [3.7395638486, 49.1568866805], [3.7487650522, 49.1570815542], [3.7512861256, 49.1777810214], [3.730105537, 49.1783158678], [3.7253062933, 49.1734718204], [3.7038592868, 49.1815289813], [3.6967712946, 49.1939504141], [3.6838261598, 49.1974320348], [3.6785718608, 49.2068568883], [3.6560041051, 49.2115220435], [3.6657163194, 49.2229765294], [3.6707771364, 49.2395985088], [3.6554123803, 49.2633808908], [3.661570302, 49.2701257138], [3.6516039223, 49.2783607375], [3.6573162286, 49.2910233471], [3.6427964295, 49.2960458667], [3.6439389674, 49.3127154769], [3.6651772034, 49.3197919736], [3.6693991377, 49.3251083829], [3.6893128852, 49.3271179007], [3.6991332064, 49.3322124003], [3.7421700976, 49.3368189694], [3.740811903, 49.3476145057], [3.7576683744, 49.3477167602], [3.8022297206, 49.3589085193], [3.8229113361, 49.3569896233], [3.8329464032000002, 49.3503407011], [3.8528372052, 49.344970146], [3.858740549, 49.3541155101], [3.8561013013, 49.3642382118], [3.8598526185, 49.3861541235], [3.8395937788000003, 49.3909976966], [3.8376862516, 49.4015729114], [3.856054399, 49.4012106319], [3.868416752, 49.406551822], [3.8820276637, 49.4050061611], [3.8956753307, 49.39294158], [3.9098371819, 49.3947685375], [3.9240832493, 49.4058428684], [3.9614878121, 49.3773345303], [3.995140224, 49.3782848277], [4.0119680574, 49.3616316272], [4.0357989265, 49.3598925779], [4.0399829299, 49.3974322259], [4.0482344787, 49.4056310405]]], ""type"": ""Polygon""}",288,5042,8078,98,02,"49.5613114904, 3.55916466485"
